id;TemaPrioritario;FONTE;CodiceCategoria;CATEGORIA;UNITA;FinProvincia;FinRegione;TotSpese 
1286;4;Ricerca e innovazione;40;OPERE E INFRASTRUTTURE PER LA RICERCA;TERNI;29495;29495;48710
1313;4;Ricerca e innovazione;40;OPERE E INFRASTRUTTURE PER LA RICERCA;TERNI;32512,5;32512,5;91475
1319;4;Ricerca e innovazione;40;OPERE E INFRASTRUTTURE PER LA RICERCA;TERNI;59440;59440;157920
1320;4;Ricerca e innovazione;40;OPERE E INFRASTRUTTURE PER LA RICERCA;TERNI;43407,5;43407,5;106585
1323;61;Rinnovamento urbano  e rurale;8;SOCIALI E SCOLASTICHE;TERNI;205000;205000;
1324;61;Rinnovamento urbano  e rurale;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;735075,56;735075,56;
1325;61;Rinnovamento urbano  e rurale;8;SOCIALI E SCOLASTICHE;TERNI;797500;797500;
1327;61;Rinnovamento urbano  e rurale;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;347363,24;347363,24;
1328;61;Rinnovamento urbano  e rurale;11;BENI CULTURALI;TERNI;114876,5;114876,5;
1347;6;Ricerca e innovazione;12;RIASSETTO E RECUPERO DI SITI URBANI E PRODUTTIVI;TERNI;6884,2;6884,2;41305,18
1382;6;Ricerca e innovazione;12;RIASSETTO E RECUPERO DI SITI URBANI E PRODUTTIVI;TERNI;58597,98;58597,98;217649,66
1414;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;75424,4;75424,4;229151,2
1415;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;89200;89200;320600
1416;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;133516,45;133516,45;384467,1
1420;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;37506;37506;139308
1421;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;170175,9;170175,9;1113854,2
1422;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;300000;300000;613800
1424;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;15901;15901;30458
1426;61;Rinnovamento urbano  e rurale;5;TRASPORTO URBANO;TERNI;430572,09;430572,09;
1427;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;55208,83;55208,84;165626,5
1428;61;Rinnovamento urbano  e rurale;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;431043,11;431043,11;
1429;61;Rinnovamento urbano  e rurale;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;429426,2;429426,21;
1446;4;Ricerca e innovazione;40;OPERE E INFRASTRUTTURE PER LA RICERCA;TERNI;64842,5;64842,5;163915
1449;4;Ricerca e innovazione;40;OPERE E INFRASTRUTTURE PER LA RICERCA;TERNI;32585;32585;88530
1470;4;Ricerca e innovazione;40;OPERE E INFRASTRUTTURE PER LA RICERCA;TERNI;59612,5;59612,5;190775
1475;5;Compet. per le imprese;40;OPERE E INFRASTRUTTURE PER LA RICERCA;TERNI;71557,5;71557,5;265785
1505;4;Ricerca e innovazione;60;PROGETTI DI DIFFUSIONE E COOPERAZIONE PUBBLICO-PRIVATA;TERNI;175565;175565;442670
1507;4;Ricerca e innovazione;40;OPERE E INFRASTRUTTURE PER LA RICERCA;TERNI;53152,5;53152,5;154495
1517;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;TERNI;373455,14;373455,15;
1518;61;Rinnovamento urbano  e rurale;1;STRADALI;TERNI;234034,98;234034,99;
1520;61;Rinnovamento urbano  e rurale;33;DIREZIONALI E AMMINISTRATIVE;TERNI;706360,8;706360,8;
1521;61;Rinnovamento urbano  e rurale;17;INFRASTRUTTURE PER TELECOMUNICAZIONI;TERNI;37211,12;37211,11;
1522;61;Rinnovamento urbano  e rurale;11;BENI CULTURALI;TERNI;175123,5;175123,5;
1529;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;60285;60285;281330
1530;5;Compet. per le imprese;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;6270;6270;12540
1555;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;88372,5;88372,5;252455
1556;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;44820;44820;209160
1570;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;46500;46500;217000
1571;11;Agenda digitale;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;2187,5;2187,5;4375
1572;5;Compet. per le imprese;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;5200;5200;10400
1573;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;24931,5;24931,5;116347
1574;11;Agenda digitale;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;3764,5;3764,5;8668
1575;5;Compet. per le imprese;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;2400;2400;4800
1576;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;15675;15675;73150
1577;5;Compet. per le imprese;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;5400;5400;10800
1606;60;Attrazione culturale, naturale e turistica;11;BENI CULTURALI;TERNI;50000;50000;
1609;6;Ricerca e innovazione;12;RIASSETTO E RECUPERO DI SITI URBANI E PRODUTTIVI;TERNI;300000;300000;1550000
1614;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;21470;21470;64410
1615;5;Compet. per le imprese;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;1100;1100;2200
1620;50;Ambiente e prevenzione dei rischi;99;ALTRI SERVIZI PER LA COLLETTIVITA';TERNI;25400;25400;
1621;7;Ricerca e innovazione;18;TECNOLOGIE INFORMATICHE;TERNI;12337,2;12337,2;47325,6
1622;5;Compet. per le imprese;18;TECNOLOGIE INFORMATICHE;TERNI;5450;5450;10900
1669;58;Attrazione culturale, naturale e turistica;12;SPORT, SPETTACOLO E TEMPO LIBERO;TERNI;385000;385000;
1682;58;Attrazione culturale, naturale e turistica;11;BENI CULTURALI;TERNI;11873,17;11873,18;
1704;61;Rinnovamento urbano  e rurale;1;STRADALI;TERNI;30876,05;30876,06;
1705;61;Rinnovamento urbano  e rurale;1;STRADALI;TERNI;40490,92;40490,91;
1710;61;Rinnovamento urbano  e rurale;33;DIREZIONALI E AMMINISTRATIVE;TERNI;29195,12;29195,12;
1725;6;Ricerca e innovazione;12;RIASSETTO E RECUPERO DI SITI URBANI E PRODUTTIVI;TERNI;3231,9;3231,9;7900,2
1735;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;89467,5;89467,5;183965
1736;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;27605;27605;80890
1743;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;86245;86245;195610
1744;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;94685;94685;211430
1745;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;41925;41925;104150
1753;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;58840;58840;147120
1755;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;27780;27780;75540
1756;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;38502,5;38502,5;100295
1761;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;30300;30300;90900
1764;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;129175;129175;326610
1765;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;60322,86;60322,86;151820
1768;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;40077,5;40077,5;82045
1772;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;44760;44760;117680
1776;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;40392,69;40392,69;92514,62
1811;61;Rinnovamento urbano  e rurale;41;OPERE E STRUTTURE PER IL TURISMO;TERNI;94106;94106;439162
1812;61;Rinnovamento urbano  e rurale;41;OPERE E STRUTTURE PER IL TURISMO;TERNI;55500;55500;
1813;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;TERNI;11100;11100;51800
1814;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;TERNI;6671,37;6671,38;31133,09
1829;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;TERNI;24561,25;24561,25;91227,5
1832;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;4251,75;4251,75;19841,5
1833;61;Rinnovamento urbano  e rurale;3;AZIONI INNOVATRICI;TERNI;27405,55;27405,55;
1859;50;Ambiente e prevenzione dei rischi;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;TERNI;20000;20000;
1862;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;44528,04;44528,05;356224,36
1870;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;90211,28;90211,28;270633,84
1872;4;Ricerca e innovazione;18;TECNOLOGIE INFORMATICHE;TERNI;45520;45520;137360
1873;4;Ricerca e innovazione;6;PRODUZIONE  DI ENERGIA;TERNI;87160;87160;229380
1882;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;60230,6;60230,6;180691,8
1888;4;Ricerca e innovazione;40;OPERE E INFRASTRUTTURE PER LA RICERCA;TERNI;46537,5;46537,5;145925
1890;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;83764,24;83764,23;251292,71
1901;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;52954,16;52954,16;423633,26
1907;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;TERNI;32092,5;32092,5;88415
1951;51;Ambiente e prevenzione dei rischi;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;TERNI;200000;200000;
2047;40;Energia e efficienza energetica;6;PRODUZIONE  DI ENERGIA;TERNI;15293,02;15293,02;
2049;43;Energia e efficienza energetica;16;DISTRIBUZIONE DI ENERGIA;TERNI;128541,7;128541,69;
2051;43;Energia e efficienza energetica;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;102363,55;102363,55;
2052;43;Energia e efficienza energetica;16;DISTRIBUZIONE DI ENERGIA;TERNI;32200,52;32200,52;
2062;53;Ambiente e prevenzione dei rischi;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;TERNI;22384;22384;
2074;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;37600;37600;112800
2075;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;8379,9;8379,9;67039,2
2078;59;Attrazione culturale, naturale e turistica;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;TERNI;31664,72;31664,73;
2080;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;48747,39;48747,39;389979,11
2134;43;Energia e efficienza energetica;16;DISTRIBUZIONE DI ENERGIA;TERNI;42303,25;42303,26;
2159;43;Energia e efficienza energetica;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;55316,79;55316,79;
2177;43;Energia e efficienza energetica;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;13622,09;13622,1;
2178;43;Energia e efficienza energetica;16;DISTRIBUZIONE DI ENERGIA;TERNI;33512,18;33512,19;
2180;46;Ambiente e prevenzione dei rischi;16;DISTRIBUZIONE DI ENERGIA;TERNI;13779,42;13779,41;
2189;41;Energia e efficienza energetica;6;PRODUZIONE  DI ENERGIA;TERNI;66244,29;66244,29;
2194;12;Agenda digitale;18;TECNOLOGIE INFORMATICHE;TERNI;2000;2000;6000
2202;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;TERNI;2232,13;2232,13;6696,38
2205;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;TERNI;2250;2250;5500
2206;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;TERNI;5445;5445;13310
2215;40;Energia e efficienza energetica;6;PRODUZIONE  DI ENERGIA;TERNI;48355,8;63890,71;
2220;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;TERNI;2250;2250;5500
2222;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;TERNI;5445;5445;13310
2225;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;TERNI;2500;2500;5000
2228;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;TERNI;4331,25;4331,25;10587,5
2252;61;Rinnovamento urbano  e rurale;99;ALTRI SERVIZI PER LA COLLETTIVITA';TERNI;28712,5;28712,51;
2267;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;TERNI;2670,45;2670,45;12462,12
2270;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;8400;8400;25200
2272;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;TERNI;5000;5000;15000
2274;61;Rinnovamento urbano  e rurale;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;689968,54;689968,55;
2279;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;TERNI;2400;2400;7200
2286;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;TERNI;4200;4200;12600
2729;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;TERNI;35350;35350;131300
2295;5;Compet. per le imprese;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;7500;7500;15000
2298;5;Compet. per le imprese;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;3150;3150;6300
2301;53;Ambiente e prevenzione dei rischi;99;ALTRI SERVIZI PER LA COLLETTIVITA';TERNI;8907,47;8907,46;
2311;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;6031,25;6031,25;12062,5
2314;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;3303,12;3303,13;6606,25
2322;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;2625;2625;5250
2324;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;3487,5;3487,5;6975
2326;7;Ricerca e innovazione;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;32768,13;32768,13;196608,77
2331;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;3050;3050;6100
2336;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;3300;3300;6600
2345;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;2500;2500;5000
2354;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;1237,5;1237,5;2475
2365;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;1350;1350;2700
2369;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;3314;3314;6627,99
2373;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;2210;2210;4420
2380;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;11315;11315;22630
2390;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;2940;2940;5880
2393;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;2325;2325;4650
2395;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;2357,5;2357,5;4715
2437;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;4250;4250;8500
2454;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;4131,34;4131,34;24788,02
2458;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;1431,25;1431,25;2862,5
2460;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;12125;12125;24250
2473;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;5750;5750;11500
2474;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;3512,5;3512,5;7025
2476;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;6095;6095;12190
2481;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;TERNI;5812,5;5812,5;11625
2485;40;Energia e efficienza energetica;6;PRODUZIONE  DI ENERGIA;TERNI;70843,32;70843,32;
2486;39;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;TERNI;28498,8;28498,8;36225,86
2511;7;Ricerca e innovazione;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;27675;27675;129150
2512;7;Ricerca e innovazione;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;28979,4;28979,4;135237,2
2521;43;Energia e efficienza energetica;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;21390,52;28262,51;
2522;43;Energia e efficienza energetica;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;117470,89;155209,92;
2524;53;Ambiente e prevenzione dei rischi;8;SOCIALI E SCOLASTICHE;TERNI;81939,32;81939,33;
2530;53;Ambiente e prevenzione dei rischi;8;SOCIALI E SCOLASTICHE;TERNI;120932,99;120933;
2532;53;Ambiente e prevenzione dei rischi;8;SOCIALI E SCOLASTICHE;TERNI;48488,75;48488,76;
2539;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;TERNI;2396,47;2396,47;
2540;8;Compet. per le imprese;8;SOCIALI E SCOLASTICHE;TERNI;45793,6;45793,6;
2558;5;Compet. per le imprese;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;11923,5;11923,5;26243
2561;40;Energia e efficienza energetica;8;SOCIALI E SCOLASTICHE;TERNI;20660,53;20660,53;
2562;43;Energia e efficienza energetica;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;29005,68;29005,68;
2586;59;Attrazione culturale, naturale e turistica;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;576680,92;576680,91;
2597;58;Attrazione culturale, naturale e turistica;4;MARITTIME LACUALI E FLUVIALI;TERNI;38126,82;38126,82;
2601;7;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;TERNI;33602,4;44397,6;182000
2606;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;TERNI;2953,2;2953,2;13781,6
2607;59;Attrazione culturale, naturale e turistica;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;TERNI;78335,27;78335,28;
2609;5;Compet. per le imprese;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;5500;5500;11000
2610;5;Compet. per le imprese;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;8750;8750;17500
2611;53;Ambiente e prevenzione dei rischi;99;ALTRI SERVIZI PER LA COLLETTIVITA';TERNI;10000;10000;
2618;5;Compet. per le imprese;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;2700;2700;5400
2627;61;Rinnovamento urbano  e rurale;11;BENI CULTURALI;TERNI;455538,8;455538,8;
2630;5;Compet. per le imprese;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;10000;10000;20000
2636;40;Energia e efficienza energetica;6;PRODUZIONE  DI ENERGIA;TERNI;60615,15;60615,15;
2645;43;Energia e efficienza energetica;12;SPORT, SPETTACOLO E TEMPO LIBERO;TERNI;18705,67;18705,66;
2665;7;Ricerca e innovazione;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;30591;30591;142758
2667;7;Ricerca e innovazione;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;24900;24900;116200
2673;7;Ricerca e innovazione;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;30021,13;30021,12;140098,57
2680;10;Agenda digitale;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;14550;14550;67900
2682;7;Ricerca e innovazione;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;TERNI;18150;18150;84700
2690;39;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;TERNI;67788,1;67788,11;251784,39
2694;39;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;TERNI;22925;22925;85150
2697;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;TERNI;53548,18;53548,17;321289,05
2698;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;TERNI;28089,33;28089,32;56179,15
2723;42;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;TERNI;25795;25795;95810
2724;42;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;TERNI;19620;19620;26160
2733;58;Attrazione culturale, naturale e turistica;8;SOCIALI E SCOLASTICHE;TERNI;60000;60000;
2735;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;TERNI;55002,5;55002,5;204295
2736;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;TERNI;27540;27540;36720
2749;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;TERNI;9255;9255;43190
2750;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;103543,05;103543,05;
2756;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;23757,9;23757,91;
2751;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;TERNI;13268,85;13268,85;61921,71
2752;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;21075,22;21075,21;
2753;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;11500;11500;
2754;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;24000;24000;
2755;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;24279,45;24279,45;
2757;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;9070,25;9070,25;
2758;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;104237,1;104237,1;
2759;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;19209,24;19209,25;
2760;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;6951,41;6951,42;
2761;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;38511,22;38511,22;
2762;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;28491,88;28491,87;
2763;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;44414,74;44414,74;
2764;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;22358,67;22358,68;
2765;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;19481,21;19481,21;
2766;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;23750,1;23750,11;
2767;43;Energia e efficienza energetica;99;ALTRE INFRASTRUTTURE SOCIALI;TERNI;30926,12;30926,12;
2768;43;Energia e efficienza energetica;10;ABITATIVE;TERNI;5002;5002;
